ValueMeaning	LabelValueMeaning	DataElementConcept	dataelementconcept_lower
ATC:A11CC05	Colecalciferol	Drug_Code	drug_code
ATC:A11CC06	Calcifediol	Drug_Code	drug_code
ATC:A11CC20	Combinations	Drug_Code	drug_code
ATC:A11CC55	Colecalciferol,combinations	Drug_Code	drug_code
ATC:A11D	Vitamin B1, plain and in combination with vitamin B6 and B12	Drug_Code	drug_code
ATC:A11DA	VitaminB1,plain	Drug_Code	drug_code
ATC:A11DA01	Thiamine(vitaminB1)	Drug_Code	drug_code
ATC:A11DA02	Sulbutiamine	Drug_Code	drug_code
ATC:A11DA03	Benfotiamine	Drug_Code	drug_code
ATC:A11DB	VitaminB1incombinationwithvitaminB6and/orvitaminB12	Drug_Code	drug_code
ATC:A11E	Vitamin B-complex, including combinations	Drug_Code	drug_code
ATC:A11EA	VitaminB-complex,plain	Drug_Code	drug_code
ATC:A11EB	VitaminB-complexwithvitaminC	Drug_Code	drug_code
ATC:A11EC	VitaminB-complexwithminerals	Drug_Code	drug_code
ATC:A11ED	VitaminB-complexwithanabolicsteroids	Drug_Code	drug_code
ATC:A11EX	VitaminB-complex,othercombinations	Drug_Code	drug_code
ATC:A11G	Ascorbic acid (vitamin C), including combinations	Drug_Code	drug_code
ATC:A11GA	Ascorbicacid(vitaminC),plain	Drug_Code	drug_code
ATC:A11GA01	Ascorbicacid(vitaminC)	Drug_Code	drug_code
ATC:A11GB	Ascorbicacid(vitaminC),combinations	Drug_Code	drug_code
ATC:A11GB01	Ascorbicacid(vitaminC)andcalcium	Drug_Code	drug_code
ATC:A11HA	Other plain vitamin preparations	Drug_Code	drug_code
ATC:A11HA01	Nicotinamide	Drug_Code	drug_code
ATC:A11HA02	Pyridoxine(vitaminB6)	Drug_Code	drug_code
ATC:A11HA03	Tocopherol(vitaminE)	Drug_Code	drug_code
ATC:A11HA04	Riboflavin(vitaminB2)	Drug_Code	drug_code
ATC:A11HA05	Biotin	Drug_Code	drug_code
ATC:A11HA06	Pyridoxalphosphate	Drug_Code	drug_code
ATC:A11HA07	Inositol	Drug_Code	drug_code
ATC:A11HA08	Tocofersolan	Drug_Code	drug_code
ATC:A11HA30	Dexpanthenol	Drug_Code	drug_code
ATC:A11HA31	Calciumpantothenate	Drug_Code	drug_code
ATC:A11HA32	Pantethine	Drug_Code	drug_code
ATC:A11J	Other vitamin products, combinations	Drug_Code	drug_code
ATC:A11JA	Combinationsofvitamins	Drug_Code	drug_code
ATC:A11JB	Vitaminswithminerals	Drug_Code	drug_code
ATC:A11JC	Vitamins,othercombinations	Drug_Code	drug_code
ATC:A12	Mineral supplements	Drug_Code	drug_code
ATC:A12A	Calcium	Drug_Code	drug_code
ATC:A12AA	Calcium	Drug_Code	drug_code
ATC:A12AA01	Calciumphosphate	Drug_Code	drug_code
ATC:A12AA02	Calciumglubionate	Drug_Code	drug_code
ATC:A12AA03	Calciumgluconate	Drug_Code	drug_code
ATC:A12AA04	Calciumcarbonate	Drug_Code	drug_code
ATC:A12AA05	Calciumlactate	Drug_Code	drug_code
ATC:A12AA06	Calciumlactategluconate	Drug_Code	drug_code
ATC:A12AA07	Calciumchloride	Drug_Code	drug_code
ATC:A12AA08	Calciumglycerylphosphate	Drug_Code	drug_code
ATC:A12AA09	Calciumcitratelysinecomplex	Drug_Code	drug_code
ATC:A12AA10	Calciumglucoheptonate	Drug_Code	drug_code
ATC:A12AA11	Calciumpangamate	Drug_Code	drug_code
ATC:A12AA12	Calciumacetateanhydrous	Drug_Code	drug_code
ATC:A12AA13	Calciumcitrate	Drug_Code	drug_code
ATC:A12AA20	Calcium(differentsaltsincombination)	Drug_Code	drug_code
ATC:A12AA30	Calciumlaevulate	Drug_Code	drug_code
ATC:A12AX	Calcium,combinationswithvitaminDand/orotherdrugs	Drug_Code	drug_code
ATC:A12BA	Potassium	Drug_Code	drug_code
ATC:A12BA01	Potassiumchloride	Drug_Code	drug_code
ATC:A12BA02	Potassiumcitrate	Drug_Code	drug_code
ATC:A12BA03	Potassiumhydrogentartrate	Drug_Code	drug_code
ATC:A12BA04	Potassiumhydrogencarbonate	Drug_Code	drug_code
ATC:A12BA05	Potassiumgluconate	Drug_Code	drug_code
ATC:A12BA30	Combinations	Drug_Code	drug_code
ATC:A12BA51	Potassiumchloride,combinations	Drug_Code	drug_code
ATC:A12C	Other mineral supplements	Drug_Code	drug_code
ATC:A12CA	Sodium	Drug_Code	drug_code
ATC:A12CA01	Sodiumchloride	Drug_Code	drug_code
ATC:A12CA02	Sodiumsulfate	Drug_Code	drug_code
ATC:A12CB	Zinc	Drug_Code	drug_code
ATC:A12CB01	Zincsulfate	Drug_Code	drug_code
ATC:A12CB02	Zincgluconate	Drug_Code	drug_code
ATC:A12CB03	Zincproteincomplex	Drug_Code	drug_code
ATC:A12CC	Magnesium	Drug_Code	drug_code
ATC:A12CC01	Magnesiumchloride	Drug_Code	drug_code
ATC:A12CC02	Magnesiumsulfate	Drug_Code	drug_code
ATC:A12CC03	Magnesiumgluconate	Drug_Code	drug_code
ATC:A12CC04	Magnesiumcitrate	Drug_Code	drug_code
ATC:A12CC05	Magnesiumaspartate	Drug_Code	drug_code
ATC:A12CC06	Magnesiumlactate	Drug_Code	drug_code
ATC:A12CC07	Magnesiumlevulinate	Drug_Code	drug_code
ATC:A12CC08	Magnesiumpidolate	Drug_Code	drug_code
ATC:A12CC09	Magnesiumorotate	Drug_Code	drug_code
ATC:A12CC10	Magnesiumoxide	Drug_Code	drug_code
ATC:A12CC30	Magnesium(differentsaltsincombination)	Drug_Code	drug_code
ATC:A12CD	Fluoride	Drug_Code	drug_code
ATC:A12CD01	Sodiumfluoride	Drug_Code	drug_code
ATC:A12CD02	Sodiummonofluorophosphate	Drug_Code	drug_code
ATC:A12CD51	Fluoride,combinations	Drug_Code	drug_code
ATC:A12CE	Selenium	Drug_Code	drug_code
ATC:A12CE01	Sodiumselenate	Drug_Code	drug_code
ATC:A12CE02	Sodiumselenite	Drug_Code	drug_code
ATC:A12CX	Othermineralproducts	Drug_Code	drug_code
ATC:A13	Tonics	Drug_Code	drug_code
ATC:A14	Anabolic agents for systemic use	Drug_Code	drug_code
ATC:A14A	Anabolic steroids	Drug_Code	drug_code
ATC:A14AA	Androstanderivatives	Drug_Code	drug_code
ATC:A14AA01	Androstanolone(Dihydrotestosterone)	Drug_Code	drug_code
ATC:A14AA02	Stanozolol	Drug_Code	drug_code
ATC:A14AA03	Methandrostenolone	Drug_Code	drug_code
ATC:A14AA04	Metenolone	Drug_Code	drug_code
ATC:A14AA05	Oxymetholone	Drug_Code	drug_code
ATC:A14AA06	Quinbolone	Drug_Code	drug_code
ATC:A14AA07	Dehydroepiandrosterone(Prasterone)	Drug_Code	drug_code
ATC:A14AA08	Oxandrolone	Drug_Code	drug_code
ATC:A14AA09	Norethandrolone	Drug_Code	drug_code
ATC:A14AB	Estrenderivatives	Drug_Code	drug_code
ATC:A14AB01	Nandrolone	Drug_Code	drug_code
ATC:A14AB02	Ethylestrenol	Drug_Code	drug_code
ATC:A14AB03	Oxabolonecipionate	Drug_Code	drug_code
ATC:A14B	Otheranabolicagents	Drug_Code	drug_code
ATC:A15	Appetitestimulants	Drug_Code	drug_code
ATC:A16A	Other alimentary tract and metabolism products	Drug_Code	drug_code
ATC:A16AA	Amino acids and derivatives	Drug_Code	drug_code
ATC:A16AA01	Levocarnitine	Drug_Code	drug_code
ATC:A16AA02	Ademetionine	Drug_Code	drug_code
ATC:A16AA03	Levoglutamide	Drug_Code	drug_code
ATC:A16AA04	Mercaptamine	Drug_Code	drug_code
ATC:A16AA05	Carglumicacid	Drug_Code	drug_code
ATC:A16AA06	Betaine	Drug_Code	drug_code
ATC:A16AA07	Metreleptin	Drug_Code	drug_code
ATC:A16AB	Enzymes	Drug_Code	drug_code
ATC:A16AB01	Alglucerase	Drug_Code	drug_code
ATC:A16AB02	Imiglucerase	Drug_Code	drug_code
ATC:A16AB03	Agalsidasealfa	Drug_Code	drug_code
ATC:A16AB04	Agalsidasebeta	Drug_Code	drug_code
ATC:A16AB05	Laronidase	Drug_Code	drug_code
ATC:A16AB06	Sacrosidase	Drug_Code	drug_code
ATC:A16AB07	Alglucosidasealfa	Drug_Code	drug_code
ATC:A16AB08	Galsulfase	Drug_Code	drug_code
ATC:A16AB09	Idursulfase	Drug_Code	drug_code
ATC:A16AB10	Velaglucerasealfa	Drug_Code	drug_code
ATC:A16AB11	Taliglucerasealfa	Drug_Code	drug_code
ATC:A16AB12	Elosulfasealfa	Drug_Code	drug_code
ATC:A16AB13	Asfotasealfa	Drug_Code	drug_code
ATC:A16AB14	Sebelipasealfa	Drug_Code	drug_code
ATC:A16AB15	Velmanasealfa	Drug_Code	drug_code
ATC:A16AB16	Idursulfasebeta	Drug_Code	drug_code
ATC:A16AB17	Cerliponasealfa	Drug_Code	drug_code
ATC:A16AB18	Vestronidasealfa	Drug_Code	drug_code
ATC:A16AX	Various alimentary tract and metabolism products	Drug_Code	drug_code
ATC:A16AX01	Thiocticacid	Drug_Code	drug_code
ATC:A16AX02	Anetholetrithione	Drug_Code	drug_code
ATC:A16AX03	Sodiumphenylbutyrate	Drug_Code	drug_code
ATC:A16AX04	Nitisinone	Drug_Code	drug_code
ATC:A16AX05	Zincacetate	Drug_Code	drug_code
ATC:A16AX06	Miglustat	Drug_Code	drug_code
ATC:A16AX07	Sapropterin	Drug_Code	drug_code
ATC:A16AX08	Teduglutide	Drug_Code	drug_code
ATC:A16AX09	Glycerolphenylbutyrate	Drug_Code	drug_code
ATC:A16AX10	Eliglustat	Drug_Code	drug_code
ATC:A16AX11	Sodiumbenzoate	Drug_Code	drug_code
ATC:A16AX12	Trientine	Drug_Code	drug_code
ATC:A16AX13	Uridinetriacetate	Drug_Code	drug_code
ATC:A16AX14	Migalastat	Drug_Code	drug_code
ATC:B01A	Antithrombotic agents	Drug_Code	drug_code
ATC:B01AA	Vitamin K antagonists	Drug_Code	drug_code
ATC:B01AA01	Dicoumarol	Drug_Code	drug_code
ATC:B01AA02	Phenindione	Drug_Code	drug_code
ATC:B01AA03	Warfarin	Drug_Code	drug_code
ATC:B01AA04	Phenprocoumon	Drug_Code	drug_code
ATC:B01AA07	Acenocoumarol	Drug_Code	drug_code
ATC:B01AA08	Ethylbiscoumacetate	Drug_Code	drug_code
ATC:B01AA09	Clorindione	Drug_Code	drug_code
ATC:B01AA10	Diphenadione	Drug_Code	drug_code
ATC:B01AA11	Tioclomarol	Drug_Code	drug_code
ATC:B01AA12	Fluindione	Drug_Code	drug_code
ATC:B01AB	Heparin group	Drug_Code	drug_code
ATC:B01AB01	Heparin	Drug_Code	drug_code
ATC:B01AB02	AntithrombinIII	Drug_Code	drug_code
ATC:B01AB04	Dalteparin	Drug_Code	drug_code
ATC:B01AB05	Enoxaparin	Drug_Code	drug_code
ATC:B01AB06	Nadroparin	Drug_Code	drug_code
ATC:B01AB07	Parnaparin	Drug_Code	drug_code
ATC:B01AB08	Reviparin	Drug_Code	drug_code
ATC:B01AB09	Danaparoid	Drug_Code	drug_code
ATC:B01AB10	Tinzaparin	Drug_Code	drug_code
ATC:B01AB11	Sulodexide	Drug_Code	drug_code
ATC:B01AB12	Bemiparin	Drug_Code	drug_code
ATC:B01AB51	Heparin,combinations	Drug_Code	drug_code
ATC:B01AC	Platelet aggregation inhibitors excluding heparin	Drug_Code	drug_code
ATC:B01AC01	Ditazole	Drug_Code	drug_code
ATC:B01AC02	Cloricromen	Drug_Code	drug_code
ATC:B01AC03	Picotamide	Drug_Code	drug_code
ATC:B01AC04	Clopidogrel	Drug_Code	drug_code
ATC:B01AC05	Ticlopidine	Drug_Code	drug_code
ATC:B01AC06	Acetylsalicylicacid	Drug_Code	drug_code
ATC:B01AC07	Dipyridamole	Drug_Code	drug_code
ATC:B01AC08	Carbasalatecalcium	Drug_Code	drug_code
ATC:B01AC09	Epoprostenol	Drug_Code	drug_code
ATC:B01AC10	Indobufen	Drug_Code	drug_code
ATC:B01AC11	Iloprost	Drug_Code	drug_code
ATC:B01AC13	Abciximab	Drug_Code	drug_code
ATC:B01AC15	Aloxiprin	Drug_Code	drug_code
ATC:B01AC16	Eptifibatide	Drug_Code	drug_code
ATC:B01AC17	Tirofiban	Drug_Code	drug_code
ATC:B01AC18	Triflusal	Drug_Code	drug_code
ATC:B01AC19	Beraprost	Drug_Code	drug_code
ATC:B01AC21	Treprostinil	Drug_Code	drug_code
ATC:B01AC22	Prasugrel	Drug_Code	drug_code
ATC:B01AC23	Cilostazol	Drug_Code	drug_code
ATC:B01AC24	Ticagrelor	Drug_Code	drug_code
ATC:B01AC25	Cangrelor	Drug_Code	drug_code
ATC:B01AC26	Vorapaxar	Drug_Code	drug_code
ATC:B01AC27	Selexipag	Drug_Code	drug_code
ATC:B01AC30	Combinations	Drug_Code	drug_code
ATC:B01AC56	Acetylsalicylicacid,combinationswithprotonpumpinhibitors	Drug_Code	drug_code
ATC:B01AD	Enzymes	Drug_Code	drug_code
ATC:B01AD01	Streptokinase	Drug_Code	drug_code
ATC:B01AD02	Alteplase	Drug_Code	drug_code
ATC:B01AD03	Anistreplase	Drug_Code	drug_code
ATC:B01AD04	Urokinase	Drug_Code	drug_code
ATC:B01AD05	Fibrinolysin	Drug_Code	drug_code
ATC:B01AD06	Brinase	Drug_Code	drug_code
ATC:B01AD07	Reteplase	Drug_Code	drug_code
ATC:B01AD08	Saruplase	Drug_Code	drug_code
ATC:B01AD09	Ancrod	Drug_Code	drug_code
ATC:B01AD10	Drotrecoginalfa(activated)	Drug_Code	drug_code
ATC:B01AD11	Tenecteplase	Drug_Code	drug_code
ATC:B01AD12	ProteinC	Drug_Code	drug_code
ATC:B01AE	Direct thrombin inhibitors	Drug_Code	drug_code
ATC:B01AE01	Desirudin	Drug_Code	drug_code
ATC:B01AE02	Lepirudin	Drug_Code	drug_code
ATC:B01AE03	Argatroban	Drug_Code	drug_code
ATC:B01AE04	Melagatran	Drug_Code	drug_code
ATC:B01AE05	Ximelagatran	Drug_Code	drug_code
ATC:B01AE06	Bivalirudin	Drug_Code	drug_code
ATC:B01AE07	Dabigatranetexilate	Drug_Code	drug_code
ATC:B01AF	Direct factor Xa inhibitors	Drug_Code	drug_code
ATC:B01AF01	Rivaroxaban	Drug_Code	drug_code
ATC:B01AF02	Apixaban	Drug_Code	drug_code
ATC:B01AF03	Edoxaban	Drug_Code	drug_code
ATC:B01AX	Other antithrombotic agents	Drug_Code	drug_code
ATC:B01AX01	Defibrotide	Drug_Code	drug_code
ATC:B01AX04	Dermatansulfate	Drug_Code	drug_code
ATC:B01AX05	Fondaparinux	Drug_Code	drug_code
ATC:B02	Antihemorrhagic drugs	Drug_Code	drug_code
ATC:B02A	Antifibrinolytics	Drug_Code	drug_code
ATC:B02AA	Aminoacids	Drug_Code	drug_code
ATC:B02AA01	Aminocaproicacid	Drug_Code	drug_code
ATC:B02AA02	Tranexamicacid	Drug_Code	drug_code
ATC:B02AA03	Aminomethylbenzoicacid	Drug_Code	drug_code
ATC:B02AB	Proteinaseinhibitors	Drug_Code	drug_code
ATC:B02AB01	Aprotinin	Drug_Code	drug_code
ATC:B02AB02	Alfa1antitrypsin	Drug_Code	drug_code
ATC:B02AB04	Camostat	Drug_Code	drug_code
ATC:B02B	Vitamin K and other hemostatics	Drug_Code	drug_code
ATC:B02BA	VitaminK	Drug_Code	drug_code
ATC:B02BA01	Phytomenadione	Drug_Code	drug_code
ATC:B02BA02	Menadione	Drug_Code	drug_code
ATC:B02BB	Fibrinogen	Drug_Code	drug_code
ATC:B02BB01	Humanfibrinogen	Drug_Code	drug_code
ATC:B02BC	Localhemostatics	Drug_Code	drug_code
ATC:B02BC01	Absorbablegelatinsponge	Drug_Code	drug_code
ATC:B02BC02	Oxidizedcellulose	Drug_Code	drug_code
ATC:B02BC03	Tetragalacturonicacidhydroxymethylester	Drug_Code	drug_code
ATC:B02BC05	Adrenalone	Drug_Code	drug_code
ATC:B02BC06	Thrombin	Drug_Code	drug_code
ATC:B02BC07	Collagen	Drug_Code	drug_code
ATC:B02BC08	Calciumalginate	Drug_Code	drug_code
ATC:B02BC09	Epinephrine	Drug_Code	drug_code
ATC:B02BC30	Combinations	Drug_Code	drug_code
ATC:B02BD	Bloodcoagulationfactors	Drug_Code	drug_code
ATC:B02BD01	CoagulationfactorIX,II,VIIandXincombination(Prothrombincomplexconcentrate)	Drug_Code	drug_code
ATC:B02BD02	CoagulationfactorVIII	Drug_Code	drug_code
ATC:B02BD03	FactorVIIIinhibitorbypassingactivity	Drug_Code	drug_code
ATC:B02BD04	CoagulationfactorIX	Drug_Code	drug_code
ATC:B02BD05	CoagulationfactorVII	Drug_Code	drug_code
ATC:B02BD06	VonWillebrandfactorandcoagulationfactorVIIIincombination	Drug_Code	drug_code
ATC:B02BD07	CoagulationfactorXIII	Drug_Code	drug_code
ATC:B02BD08	Eptacogalfa(activated)	Drug_Code	drug_code
ATC:B02BD09	Nonacogalfa	Drug_Code	drug_code
ATC:B02BD10	vonWillebrandfactor	Drug_Code	drug_code
ATC:B02BD11	Catridecacog	Drug_Code	drug_code
ATC:B02BD12	Trenonacogalfa	Drug_Code	drug_code
ATC:B02BD13	CoagulationfactorX	Drug_Code	drug_code
ATC:B02BD14	Susoctocogalfa	Drug_Code	drug_code
ATC:B02BD30	Thrombin	Drug_Code	drug_code
ATC:B02BX	Othersystemichemostatics	Drug_Code	drug_code
ATC:B02BX01	Etamsylate	Drug_Code	drug_code
ATC:B02BX02	Carbazochrome	Drug_Code	drug_code
ATC:B02BX03	Batroxobin	Drug_Code	drug_code
ATC:B02BX04	Romiplostim	Drug_Code	drug_code
ATC:B02BX05	Eltrombopag	Drug_Code	drug_code
ATC:B03	Antianemic drugs	Drug_Code	drug_code
ATC:B03A	Iron preparations	Drug_Code	drug_code
ATC:B03AA	Ironbivalent,oralpreparations	Drug_Code	drug_code
ATC:B03AA01	Ferrousglycinesulfate	Drug_Code	drug_code
ATC:B03AA02	Ferrousfumarate	Drug_Code	drug_code
ATC:B03AA03	Ferrousgluconate	Drug_Code	drug_code
ATC:B03AA04	Ferrouscarbonate	Drug_Code	drug_code
ATC:B03AA05	Ferrouschloride	Drug_Code	drug_code
ATC:B03AA06	Ferroussuccinate	Drug_Code	drug_code
ATC:B03AA07	Ferroussulfate	Drug_Code	drug_code
ATC:B03AA08	Ferroustartrate	Drug_Code	drug_code
ATC:B03AA09	Ferrousaspartate	Drug_Code	drug_code
ATC:B03AA10	Ferrousascorbate	Drug_Code	drug_code
ATC:B03AA11	Ferrousiodine	Drug_Code	drug_code
ATC:B03AB	Irontrivalent,oralpreparations	Drug_Code	drug_code
ATC:B03AB01	Ferricsodiumcitrate	Drug_Code	drug_code
ATC:B03AB02	Saccharatedironoxide	Drug_Code	drug_code
ATC:B03AB03	Sodiumferedetate	Drug_Code	drug_code
ATC:B03AB04	Ferrichydroxide	Drug_Code	drug_code
ATC:B03AB05	Ferricoxidepolymaltosecomplexes	Drug_Code	drug_code
ATC:B03AB06	Ferriccitrate	Drug_Code	drug_code
ATC:B03AB07	Chondroitinsulfate-ironcomplex	Drug_Code	drug_code
ATC:B03AB08	Ferricacetyltransferrin	Drug_Code	drug_code
ATC:B03AB09	Ferricproteinsuccinylate	Drug_Code	drug_code
ATC:B03AB10	Ferricmaltol	Drug_Code	drug_code
ATC:B03AD	Ironincombinationwithfolicacid	Drug_Code	drug_code
ATC:B03AD01	Ferrousaminoacidcomplex	Drug_Code	drug_code
ATC:B03AD02	Ferrousfumarate	Drug_Code	drug_code
ATC:B03AD03	Ferroussulfate	Drug_Code	drug_code
ATC:B03AD04	Ferricoxidepolymaltosecomplexes	Drug_Code	drug_code
ATC:B03AE	Ironinothercombinations	Drug_Code	drug_code
ATC:B03AE01	Iron,vitaminB12andfolicacid	Drug_Code	drug_code
ATC:B03AE02	Iron,multivitaminsandfolicacid	Drug_Code	drug_code
ATC:B03AE03	Ironandmultivitamins	Drug_Code	drug_code
ATC:B03AE04	Iron,multivitaminsandminerals	Drug_Code	drug_code
ATC:B03AE10	Variouscombinations	Drug_Code	drug_code
ATC:B03B	Vitamin B12 and folic acid	Drug_Code	drug_code
ATC:B03BA	VitaminB12(cyanocobalaminandanalogues)	Drug_Code	drug_code
ATC:B03BA01	Cyanocobalamin	Drug_Code	drug_code
ATC:B03BA02	Cyanocobalamintannincomplex	Drug_Code	drug_code
ATC:B03BA03	Hydroxocobalamin	Drug_Code	drug_code
ATC:B03BA04	Cobamamide	Drug_Code	drug_code
ATC:B03BA05	Mecobalamin	Drug_Code	drug_code
ATC:B03BA51	Cyanocobalamin,combinations	Drug_Code	drug_code
ATC:B03BA53	Hydroxocobalamin,combinations	Drug_Code	drug_code
ATC:B03BB	Folicacidandderivatives	Drug_Code	drug_code
ATC:B03BB01	Folicacid	Drug_Code	drug_code
ATC:B03BB51	Folicacid,combinations	Drug_Code	drug_code
ATC:B03XA	Other antianemic preparations	Drug_Code	drug_code
ATC:B03XA01	Erythropoietin	Drug_Code	drug_code
ATC:B03XA02	Darbepoetinalfa	Drug_Code	drug_code
ATC:B03XA03	Methoxypolyethyleneglycol-epoetinbeta	Drug_Code	drug_code
ATC:B03XA04	Peginesatide	Drug_Code	drug_code
ATC:B05	Blood substitutes and perfusion solutions	Drug_Code	drug_code
ATC:B05A	Blood and related products	Drug_Code	drug_code
ATC:B05AA	Bloodsubstitutesandplasmaproteinfractions	Drug_Code	drug_code
ATC:B05AA01	Serumalbumin	Drug_Code	drug_code
ATC:B05AA02	Otherplasmaproteinfractions	Drug_Code	drug_code
ATC:B05AA03	Fluorocarbonbloodsubstitutes	Drug_Code	drug_code
ATC:B05AA05	Dextran	Drug_Code	drug_code
ATC:B05AA06	Gelatinagents	Drug_Code	drug_code
ATC:B05AA07	Hydroxyethylstarch	Drug_Code	drug_code
ATC:B05AA08	Hemoglobincrosfumaril	Drug_Code	drug_code
ATC:B05AA09	Hemoglobinraffimer	Drug_Code	drug_code
ATC:B05AA10	Hemoglobinglutamer(bovine)	Drug_Code	drug_code
ATC:B05AX	Otherbloodproducts	Drug_Code	drug_code
ATC:B05AX01	Erythrocytes	Drug_Code	drug_code
ATC:B05AX02	Thrombocytes	Drug_Code	drug_code
ATC:B05AX03	Bloodplasma	Drug_Code	drug_code
ATC:B05AX04	Stemcellsfromumbilicalcordblood	Drug_Code	drug_code
ATC:B05B	I.V. solutions	Drug_Code	drug_code
ATC:B05BA	Solutionsforparenteralnutrition	Drug_Code	drug_code
ATC:B05BA01	Aminoacids	Drug_Code	drug_code
ATC:B05BA02	Fatemulsions	Drug_Code	drug_code
ATC:B05BA03	Carbohydrates	Drug_Code	drug_code
ATC:B05BA04	Proteinhydrolysates	Drug_Code	drug_code
ATC:B05BA10	Combinations	Drug_Code	drug_code
ATC:B05BB	Solutionsaffectingtheelectrolytebalance	Drug_Code	drug_code
ATC:B05BB01	Electrolytes	Drug_Code	drug_code
ATC:B05BB02	Electrolyteswithcarbohydrates	Drug_Code	drug_code
ATC:B05BB03	Trometamol	Drug_Code	drug_code
ATC:B05BB04	Electrolytesincombinationwithotherdrugs	Drug_Code	drug_code
ATC:B05BC	Solutionsproducingosmoticdiuresis	Drug_Code	drug_code
ATC:B05BC01	Mannitol	Drug_Code	drug_code
ATC:B05BC02	Carbamide	Drug_Code	drug_code
ATC:B05C	Irrigating solutions	Drug_Code	drug_code
ATC:B05CA	Antiinfectives	Drug_Code	drug_code
ATC:B05CA01	Cetylpyridinium	Drug_Code	drug_code
ATC:B05CA02	Chlorhexidine	Drug_Code	drug_code
ATC:B05CA03	Nitrofural	Drug_Code	drug_code
ATC:B05CA04	Sulfamethizole	Drug_Code	drug_code
ATC:B05CA05	Taurolidine	Drug_Code	drug_code
ATC:B05CA06	Mandelicacid	Drug_Code	drug_code
ATC:B05CA07	Noxytiolin	Drug_Code	drug_code
ATC:B05CA08	Ethacridinelactate	Drug_Code	drug_code
ATC:B05CA09	Neomycin	Drug_Code	drug_code
ATC:B05CA10	Combinations	Drug_Code	drug_code
ATC:B05CB	Saltsolutions	Drug_Code	drug_code
ATC:B05CB01	Sodiumchloride	Drug_Code	drug_code
ATC:B05CB02	Sodiumcitrate	Drug_Code	drug_code
ATC:B05CB03	Magnesiumcitrate	Drug_Code	drug_code
ATC:B05CB04	Sodiumbicarbonate	Drug_Code	drug_code
ATC:B05CB10	Combinations	Drug_Code	drug_code
ATC:B05CX	Otherirrigatingsolutions	Drug_Code	drug_code
ATC:B05CX01	Glucose	Drug_Code	drug_code
ATC:B05CX02	Sorbitol	Drug_Code	drug_code
ATC:B05CX03	Glycine	Drug_Code	drug_code
ATC:B05CX04	Mannitol	Drug_Code	drug_code
ATC:B05CX10	Combinations	Drug_Code	drug_code
ATC:B05X	I.V. solution additives	Drug_Code	drug_code
ATC:B05XA	Electrolytesolutions	Drug_Code	drug_code
ATC:B05XA01	Potassiumchloride	Drug_Code	drug_code
ATC:B05XA02	Sodiumbicarbonate	Drug_Code	drug_code
ATC:B05XA03	Sodiumchloride	Drug_Code	drug_code
ATC:B05XA04	Ammoniumchloride	Drug_Code	drug_code
ATC:B05XA05	Magnesiumsulfate	Drug_Code	drug_code
ATC:B05XA06	Potassiumphosphate,includingcombinationswithotherpotassiumsalts	Drug_Code	drug_code
ATC:B05XA07	Calciumchloride	Drug_Code	drug_code
ATC:B05XA08	Sodiumacetate	Drug_Code	drug_code
ATC:B05XA09	Sodiumphosphate	Drug_Code	drug_code
ATC:B05XA10	Magnesiumphosphate	Drug_Code	drug_code
ATC:B05XA11	Magnesiumchloride	Drug_Code	drug_code
ATC:B05XA12	Zincchloride	Drug_Code	drug_code
ATC:B05XA13	Hydrochloricacid	Drug_Code	drug_code
ATC:B05XA14	Sodiumglycerophosphate	Drug_Code	drug_code
ATC:B05XA15	Potassiumlactate	Drug_Code	drug_code
ATC:B05XA16	Cardioplegiasolutions	Drug_Code	drug_code
ATC:B05XA17	Potassiumacetate	Drug_Code	drug_code
ATC:B05XA30	Combinationsofelectrolytes	Drug_Code	drug_code
ATC:B05XA31	Electrolytesincombinationwithotherdrugs	Drug_Code	drug_code
ATC:B05XB	Aminoacids	Drug_Code	drug_code
ATC:B05XB01	Argininehydrochloride	Drug_Code	drug_code
ATC:B05XB02	Alanylglutamine	Drug_Code	drug_code
ATC:B05XB03	Lysine	Drug_Code	drug_code
ATC:B05XX	Otheri.v.solutionadditives	Drug_Code	drug_code
ATC:B05XX02	Trometamol	Drug_Code	drug_code
ATC:B06A	Other hematologic drugs	Drug_Code	drug_code
ATC:B06AA	Enzymes	Drug_Code	drug_code
ATC:B06AA02	Fibrinolysinanddesoxyribonuclease	Drug_Code	drug_code
ATC:B06AA03	Hyaluronidase	Drug_Code	drug_code
ATC:B06AA04	Chymotrypsin	Drug_Code	drug_code
ATC:B06AA07	Trypsin	Drug_Code	drug_code
ATC:B06AA10	Desoxyribonuclease	Drug_Code	drug_code
ATC:B06AA55	Streptokinase,combinations	Drug_Code	drug_code
ATC:B06AB	Other hematological products	Drug_Code	drug_code
ATC:B06AB01	Hematin	Drug_Code	drug_code
ATC:B06AC	Drugs used in hereditary angioedema	Drug_Code	drug_code
ATC:B06AC01	C1-inhibitor,plasmaderived	Drug_Code	drug_code
ATC:B06AC02	Icatibant	Drug_Code	drug_code
ATC:B06AC03	Ecallantide	Drug_Code	drug_code
ATC:B06AC04	Conestatalfa	Drug_Code	drug_code
ATC:C01	Cardiac therapy	Drug_Code	drug_code
ATC:C01A	Cardiac glycosides list	Drug_Code	drug_code
ATC:C01AA	Digitalisglycosides	Drug_Code	drug_code
ATC:C01AA01	Acetyldigitoxin	Drug_Code	drug_code
ATC:C01AA02	Acetyldigoxin	Drug_Code	drug_code
